customer_id,gender,senior_citizen,partner,dependents,tenure,contract_type,paperless_billing,payment_method,monthly_call_minutes,monthly_data_usage_gb,number_of_calls,international_calls,roaming_usage,monthly_charges,total_charges,avg_revenue_per_user,internet_service,online_security,tech_support,streaming_tv,streaming_movies,network_type,churn_risk,churn,segment,churn_prediction
CUST02048,Male,1,0,1,11,One year,1,Mailed check,1326.57,47.74,126,44,17.75,1029.49,20236.92,969.51,None,0,1,1,1,Airtel,Medium,No,0,0.5
CUST02049,Male,1,0,0,12,Month-to-month,1,Bank transfer,1595.52,60.86,453,38,4.09,463.39,31395.99,831.9,None,0,0,1,0,Airtel,Low,No,2,0.2
CUST02050,Male,1,0,0,32,One year,1,Mailed check,1631.87,26.57,248,45,16.41,257.64,24005.35,275.62,DSL,1,0,0,1,Jio,Low,No,2,0.2
CUST02051,Female,1,1,1,27,Month-to-month,1,Electronic check,1199.49,128.34,20,38,5.31,939.47,41588.9,549.05,DSL,0,0,1,0,Jio,Low,No,0,0.2
CUST02052,Male,1,1,1,44,Month-to-month,0,Credit card,712.77,5.52,338,16,13.21,1898.96,28371.8,1417.31,DSL,1,1,0,0,Airtel,High,Yes,1,0.8
CUST02053,Female,0,0,1,43,Month-to-month,1,Credit card,112.12,72.8,36,17,4.87,1470.93,35638.46,1042.94,None,1,0,1,1,Airtel,Medium,No,1,0.5
CUST02054,Female,1,0,0,49,One year,0,Credit card,81.38,8.79,279,33,2.29,544.57,31730.66,1431.28,None,0,1,0,1,Jio,Medium,No,2,0.5
CUST02055,Male,0,0,1,43,Month-to-month,0,Electronic check,235.39,80.73,108,34,13.28,977.98,43175.66,738.09,DSL,1,1,1,0,Airtel,Low,No,1,0.2
CUST02056,Male,1,0,0,3,One year,1,Bank transfer,1967.82,69.82,135,2,11.9,1614.16,26650.82,128.48,Fiber,1,0,1,1,Airtel,High,Yes,0,0.8
CUST02057,Female,1,1,0,29,Month-to-month,1,Credit card,1574.1,117.13,221,11,8.03,470.29,5886.81,1209.12,Fiber,1,0,1,0,Vodafone,Low,No,2,0.2
CUST02058,Male,0,0,1,35,Month-to-month,1,Mailed check,815.7,103.61,452,3,0.73,486.02,47470.06,232.33,Fiber,1,0,1,0,Vodafone,Low,No,2,0.2
CUST02059,Female,1,0,0,48,Two year,0,Electronic check,937.74,126.67,131,35,9.51,442.96,28018.83,1419.54,None,0,0,0,1,Vodafone,Low,No,2,0.2
CUST02060,Male,1,1,1,39,One year,0,Bank transfer,1477.39,81.88,361,8,2.97,1253.14,39248.05,529.08,None,1,0,1,0,Vodafone,Medium,No,1,0.5
CUST02061,Male,0,0,1,24,Two year,1,Electronic check,1033.66,123.45,377,34,7.19,154.01,34112.15,1022.37,None,0,0,1,1,Airtel,Low,No,2,0.2
CUST02062,Female,1,0,1,20,Month-to-month,1,Credit card,727.23,108.01,401,2,11.72,1215.48,21866.61,1284.8,Fiber,0,1,0,0,Jio,Medium,No,0,0.5
CUST02063,Male,0,0,0,15,Two year,1,Bank transfer,705.63,117.04,84,24,18.79,1667.2,47589.06,741.21,DSL,1,1,1,1,Vodafone,Medium,No,0,0.5
CUST02064,Female,1,0,1,18,Month-to-month,0,Credit card,427.19,90.3,459,25,10.23,1586.04,36776.25,702.12,Fiber,1,0,0,1,Vodafone,Medium,No,0,0.5
CUST02065,Male,1,0,0,60,Two year,0,Bank transfer,1772.37,108.08,14,36,3.9,1365.98,11960.04,360.58,DSL,1,0,0,1,Vodafone,Medium,No,1,0.5
CUST02066,Female,0,1,1,41,Two year,1,Credit card,834.17,60.56,167,47,18.92,516.04,49792.75,1119.35,DSL,1,1,1,1,Vodafone,Low,No,2,0.2
CUST02067,Female,1,1,1,69,One year,0,Bank transfer,1507.2,13.2,245,26,0.52,1650.19,49993.21,575.07,None,0,1,1,1,Airtel,Medium,No,1,0.5
CUST02068,Male,0,1,1,11,One year,0,Electronic check,1151.79,62.78,498,27,12.86,1918.18,14831.01,978.66,Fiber,0,0,0,0,Jio,High,Yes,0,0.8
CUST02069,Female,0,1,1,56,Two year,0,Bank transfer,1510.65,26.42,212,18,5.25,448.19,49266.75,445.28,Fiber,0,1,1,1,Airtel,Low,No,2,0.2
CUST02070,Male,0,0,1,18,Two year,0,Bank transfer,648.61,94.59,217,23,15.15,1828.62,31060.29,1134.68,Fiber,1,0,0,1,Vodafone,Medium,No,0,0.5
CUST02071,Male,1,1,0,12,One year,1,Electronic check,1506.5,39.85,290,36,6.62,1719.68,9668.64,1075.05,None,0,1,0,0,Vodafone,Medium,No,0,0.5
CUST02072,Male,1,1,1,16,Month-to-month,1,Bank transfer,1582.04,143.74,371,39,8.57,1959.63,48923.33,112.14,None,0,0,1,1,Vodafone,Medium,No,0,0.5
CUST02073,Female,0,1,1,27,Month-to-month,1,Electronic check,217.52,41.04,290,43,15.41,705.62,5544.16,242.6,DSL,0,0,1,0,Jio,Low,No,2,0.2
CUST02074,Female,1,1,1,17,Month-to-month,0,Credit card,192.01,15.17,340,37,17.96,1873.74,32051.68,214.77,None,0,0,1,1,Airtel,Medium,No,0,0.5
CUST02075,Male,1,1,0,31,Month-to-month,1,Credit card,1971.14,132.15,71,24,3.65,440.08,41937.03,148.74,None,0,1,1,0,Jio,Low,No,2,0.2
CUST02076,Male,1,1,1,35,Two year,1,Credit card,244.73,62.45,330,33,5.93,431.84,41549.25,183.53,DSL,1,0,0,1,Airtel,Low,No,2,0.2
CUST02077,Female,0,1,1,27,Month-to-month,0,Bank transfer,1372.83,53.69,234,14,0.09,302.28,807.05,555.04,DSL,0,1,1,1,Airtel,Low,No,2,0.2
CUST02078,Male,1,1,1,32,Two year,0,Mailed check,1498.15,132.87,266,15,17.13,911.77,21546.34,1172.3,None,1,0,1,1,Vodafone,Low,No,0,0.2
CUST02079,Male,0,0,1,17,Two year,0,Mailed check,136.39,98.19,385,3,18.94,122.15,4893.53,845.94,None,1,1,0,1,Jio,Low,No,2,0.2
CUST02080,Female,1,1,0,11,Month-to-month,1,Credit card,1495.56,80.06,125,25,5.59,823.55,13350.93,248.73,Fiber,0,1,0,1,Airtel,Medium,No,0,0.5
CUST02081,Male,1,0,1,1,Month-to-month,1,Electronic check,844.83,49.41,184,46,7.69,1288.26,46932.32,172.81,DSL,0,1,0,1,Jio,High,Yes,0,0.8
CUST02082,Female,0,1,0,49,Month-to-month,0,Bank transfer,556.6,44.23,338,38,8.58,247.7,44279.22,245.68,DSL,0,1,0,1,Vodafone,Low,No,2,0.2
CUST02083,Male,1,1,0,41,One year,1,Electronic check,1334.01,87.14,292,46,8.2,1654.1,33130.69,622.87,None,1,1,0,1,Airtel,Medium,No,1,0.5
CUST02084,Female,0,1,0,20,Two year,1,Bank transfer,1667.92,75.46,303,25,7.86,655.17,44971.22,525.84,Fiber,0,0,0,0,Jio,Low,No,2,0.2
CUST02085,Male,1,0,0,71,Month-to-month,0,Electronic check,1149.86,41.76,412,47,9.52,187.27,16153.89,1093.76,None,0,1,0,1,Airtel,Low,No,2,0.2
CUST02086,Male,0,0,1,37,One year,0,Credit card,1742.55,28.02,305,27,3.08,810.76,41493.07,975.69,None,1,0,1,1,Vodafone,Low,No,2,0.2
CUST02087,Female,1,1,1,16,Two year,1,Mailed check,54.49,122.79,218,48,1.15,362.03,34405.07,1327.4,Fiber,0,1,1,0,Vodafone,Low,No,2,0.2
CUST02088,Male,1,0,0,39,Two year,1,Electronic check,1479.82,103.32,149,36,14.47,1610.03,36832.48,1427.66,Fiber,1,0,1,1,Jio,Medium,No,1,0.5
CUST02089,Female,1,1,0,45,Two year,0,Credit card,347.11,149.0,75,37,16.93,733.61,4744.51,102.02,DSL,1,1,1,1,Airtel,Low,No,2,0.2
CUST02090,Male,0,0,0,64,Month-to-month,0,Mailed check,579.29,77.61,209,35,16.2,321.33,17773.98,419.4,None,1,1,1,0,Airtel,Low,No,2,0.2
CUST02091,Female,0,0,1,47,Month-to-month,0,Mailed check,1148.78,149.16,42,9,12.53,960.95,2911.32,209.18,Fiber,1,1,0,0,Jio,Low,No,1,0.2
CUST02092,Female,0,0,0,23,Two year,0,Mailed check,556.15,69.39,150,32,19.38,957.76,7949.82,529.25,Fiber,1,0,0,1,Jio,Low,No,0,0.2
CUST02093,Female,1,1,0,32,Two year,1,Electronic check,344.63,80.48,52,7,0.03,622.66,13939.08,936.23,None,1,1,0,1,Vodafone,Low,No,2,0.2
CUST02094,Female,0,0,0,49,One year,1,Electronic check,1772.14,31.76,158,37,6.39,720.29,29491.35,472.91,None,0,0,1,1,Vodafone,Low,No,2,0.2
CUST02095,Male,0,0,0,19,One year,1,Mailed check,1814.38,22.85,220,41,6.2,1559.79,38114.13,365.85,None,0,1,1,0,Airtel,Medium,No,0,0.5
CUST02096,Male,0,1,0,67,Two year,1,Electronic check,82.38,141.06,427,35,6.99,1312.58,5869.61,641.48,None,0,0,1,0,Airtel,Medium,No,1,0.5
CUST02097,Female,0,0,1,39,One year,1,Credit card,1005.24,147.19,295,20,16.0,506.85,3207.31,124.65,None,1,0,0,1,Airtel,Low,No,2,0.2
CUST02098,Female,0,1,0,60,Two year,0,Bank transfer,415.32,82.36,285,44,7.03,1900.55,44240.1,1462.55,Fiber,1,0,1,0,Vodafone,Medium,No,1,0.5
CUST02099,Female,0,1,1,11,One year,0,Mailed check,1728.18,41.2,91,49,10.54,677.98,6954.43,1453.89,DSL,0,0,0,0,Airtel,Medium,No,2,0.5
CUST02100,Male,0,0,1,49,Two year,0,Bank transfer,930.42,142.73,222,19,12.28,1112.53,22691.16,288.04,DSL,0,1,1,1,Airtel,Low,No,1,0.2
CUST02101,Male,0,1,1,15,Month-to-month,0,Mailed check,962.13,119.61,129,33,16.91,1184.13,6080.85,365.07,DSL,1,0,0,0,Vodafone,Low,No,0,0.2
CUST02102,Male,0,0,1,61,Two year,1,Bank transfer,1258.67,27.38,429,37,12.32,504.97,26984.8,891.6,Fiber,1,1,1,1,Vodafone,Low,No,2,0.2
CUST02103,Male,0,0,1,43,Month-to-month,1,Mailed check,120.69,45.1,272,42,7.63,652.33,5760.07,532.28,DSL,1,0,0,1,Jio,Low,No,2,0.2
CUST02104,Female,1,1,0,15,Two year,0,Credit card,263.32,1.13,206,27,13.89,1012.32,38233.28,117.05,None,0,1,1,0,Airtel,Medium,No,0,0.5
CUST02105,Female,1,0,1,5,Month-to-month,1,Mailed check,1001.79,87.51,274,31,10.31,586.01,4736.17,175.73,None,1,1,1,1,Airtel,Medium,No,2,0.5
CUST02106,Female,0,0,1,29,One year,0,Credit card,1933.75,79.2,54,11,10.57,679.69,21795.04,1042.51,None,0,1,0,0,Jio,Low,No,2,0.2
CUST02107,Male,1,1,0,62,Month-to-month,1,Mailed check,1688.78,25.0,27,8,6.7,1263.98,21318.45,394.35,DSL,1,0,1,0,Vodafone,Medium,No,1,0.5
CUST02108,Male,1,1,1,60,One year,1,Electronic check,1779.83,51.23,312,42,0.03,1493.13,46078.12,853.59,None,1,1,1,1,Airtel,Medium,No,1,0.5
CUST02109,Male,0,0,0,69,Two year,1,Bank transfer,282.94,140.91,123,14,7.12,1620.86,21775.46,487.15,Fiber,1,1,0,0,Airtel,Medium,No,1,0.5
CUST02110,Female,0,1,0,22,One year,1,Credit card,1917.66,97.52,10,12,6.05,330.27,4011.57,834.9,None,0,1,1,1,Vodafone,Low,No,2,0.2
CUST02111,Female,0,1,0,13,One year,1,Mailed check,1462.69,129.52,493,1,2.01,1499.3,27399.01,1498.5,DSL,1,0,1,1,Jio,Medium,No,0,0.5
CUST02112,Male,1,1,0,50,One year,1,Electronic check,658.11,125.83,246,19,3.97,1878.09,36385.27,1066.96,DSL,0,0,1,1,Vodafone,Medium,No,1,0.5
CUST02113,Female,0,1,0,47,Two year,1,Mailed check,1730.29,138.14,343,13,19.62,1202.39,17198.86,585.3,None,0,1,1,1,Airtel,Medium,No,1,0.5
CUST02114,Male,1,0,1,29,Month-to-month,0,Bank transfer,1497.15,6.71,337,41,5.6,1247.89,30624.54,1451.4,DSL,0,1,1,0,Vodafone,High,Yes,0,0.8
CUST02115,Male,0,0,0,17,One year,0,Mailed check,1475.65,39.74,318,14,10.36,1914.11,6522.06,148.43,DSL,1,0,1,0,Airtel,Medium,No,0,0.5
CUST02116,Female,1,1,0,20,Two year,1,Electronic check,1471.89,62.63,46,28,10.99,1750.92,21553.46,339.18,Fiber,1,1,0,0,Vodafone,Medium,No,0,0.5
CUST02117,Male,1,0,1,6,One year,0,Mailed check,1603.7,96.19,29,20,11.2,1158.57,8712.88,797.92,None,0,0,0,1,Jio,Medium,No,0,0.5
CUST02118,Female,0,1,1,22,Month-to-month,0,Mailed check,1897.57,91.41,360,9,0.95,1554.11,14045.79,508.97,Fiber,1,1,1,1,Airtel,Medium,No,0,0.5
CUST02119,Male,0,1,1,9,One year,0,Credit card,282.37,37.29,464,40,15.43,442.71,32230.04,1107.9,DSL,1,0,1,0,Airtel,Medium,No,2,0.5
CUST02120,Female,1,0,1,32,One year,0,Credit card,1999.05,29.32,195,37,14.61,883.92,37803.54,147.98,Fiber,0,0,0,1,Vodafone,Low,No,0,0.2
CUST02121,Female,1,0,0,33,One year,0,Mailed check,1745.96,65.89,129,20,19.54,1458.28,15919.67,483.58,None,0,1,1,1,Vodafone,Medium,No,0,0.5
CUST02122,Female,0,0,1,70,Month-to-month,1,Mailed check,888.84,37.97,50,34,3.69,647.31,49495.75,1297.81,DSL,0,0,0,0,Vodafone,Low,No,2,0.2
CUST02123,Male,0,0,0,49,Month-to-month,1,Electronic check,323.3,144.78,431,43,11.08,961.41,14597.18,662.84,Fiber,0,1,0,1,Jio,Low,No,1,0.2
CUST02124,Male,1,1,1,30,Two year,1,Mailed check,913.04,144.84,309,16,16.08,427.18,7932.22,384.2,Fiber,0,1,0,0,Airtel,Low,No,2,0.2
CUST02125,Female,0,1,1,16,One year,0,Bank transfer,1559.44,17.45,386,43,2.49,1804.83,43439.1,826.1,DSL,0,0,1,0,Vodafone,Medium,No,0,0.5
CUST02126,Female,1,0,1,65,One year,0,Credit card,1208.88,105.91,244,3,15.79,1800.77,32660.74,612.87,DSL,1,0,1,1,Airtel,Medium,No,1,0.5
CUST02127,Male,0,1,1,14,One year,1,Bank transfer,566.31,34.62,408,13,5.4,1007.88,34138.23,495.48,Fiber,1,0,0,0,Jio,Low,No,0,0.2
CUST02128,Male,0,0,1,56,One year,0,Mailed check,819.52,107.76,378,39,5.62,463.81,39818.26,1287.95,Fiber,1,0,0,1,Airtel,Low,No,2,0.2
CUST02129,Male,0,0,0,37,Month-to-month,1,Electronic check,1909.05,115.18,392,31,18.91,1389.5,49974.79,1292.03,DSL,0,0,0,1,Vodafone,Medium,No,1,0.5
CUST02130,Female,1,0,0,49,Month-to-month,1,Bank transfer,1609.6,7.7,428,17,6.28,504.72,14564.02,685.83,Fiber,1,0,0,0,Airtel,Medium,No,2,0.5
CUST02131,Male,0,1,0,50,One year,0,Mailed check,256.9,104.45,90,33,11.68,533.33,27628.54,945.48,DSL,0,1,0,0,Airtel,Low,No,2,0.2
CUST02132,Male,1,1,1,36,One year,0,Credit card,1095.33,134.57,36,31,8.8,1945.89,35360.71,1106.24,None,1,1,1,0,Jio,Medium,No,1,0.5
CUST02133,Female,0,0,0,52,One year,0,Mailed check,1862.66,32.84,30,13,1.56,288.13,7737.74,1085.53,DSL,1,1,1,0,Jio,Low,No,2,0.2
CUST02134,Male,1,0,1,23,One year,1,Credit card,78.27,17.78,305,35,19.01,819.56,15687.82,565.82,Fiber,1,1,1,1,Jio,Low,No,2,0.2
CUST02135,Male,1,0,1,66,Two year,1,Electronic check,94.67,85.24,255,33,4.27,1153.26,15679.02,1025.65,Fiber,0,1,0,0,Jio,Low,No,1,0.2
CUST02136,Male,0,0,0,71,Two year,1,Credit card,1436.3,77.86,53,5,5.35,303.8,16709.27,1385.57,Fiber,1,0,1,1,Airtel,Low,No,2,0.2
CUST02137,Female,1,1,0,45,One year,1,Mailed check,1155.34,132.92,374,39,7.54,172.99,36051.25,177.58,DSL,1,1,0,0,Airtel,Low,No,2,0.2
CUST02138,Female,1,1,1,28,One year,0,Electronic check,101.54,67.94,355,34,9.97,1129.44,29830.67,202.23,None,0,1,0,1,Airtel,Low,No,0,0.2
CUST02139,Female,1,0,1,20,One year,1,Credit card,1992.07,62.33,181,14,2.89,316.66,35936.6,1293.52,DSL,1,1,0,1,Vodafone,Low,No,2,0.2
CUST02140,Female,1,0,0,49,Two year,0,Credit card,1164.39,107.24,270,19,12.6,576.22,25862.3,943.41,DSL,1,0,0,1,Vodafone,Low,No,2,0.2
CUST02141,Female,0,1,1,57,Month-to-month,1,Bank transfer,988.94,12.08,362,27,10.29,1043.82,47795.33,138.1,Fiber,1,1,0,0,Vodafone,Low,No,1,0.2
CUST02142,Female,0,0,0,59,Two year,1,Credit card,900.92,9.03,389,36,6.06,759.25,26272.43,1172.41,Fiber,1,0,0,1,Jio,Medium,No,1,0.5
CUST02143,Female,0,1,0,26,Two year,1,Mailed check,1404.36,75.99,442,37,13.85,1449.06,30375.28,248.88,None,0,1,1,1,Airtel,Medium,No,0,0.5
CUST02144,Male,1,1,1,19,One year,1,Electronic check,922.13,13.81,206,20,10.28,1927.66,15265.51,1275.41,None,1,1,0,1,Vodafone,Medium,No,0,0.5
CUST02145,Male,1,0,1,13,One year,1,Mailed check,1321.56,140.9,229,23,16.81,1530.06,3408.63,776.18,Fiber,1,1,0,0,Jio,Medium,No,0,0.5
CUST02146,Female,0,1,1,62,Month-to-month,1,Credit card,981.79,98.31,158,9,17.11,1998.98,40867.27,507.97,Fiber,0,0,0,1,Vodafone,Medium,No,1,0.5
CUST02147,Male,0,1,1,14,One year,0,Mailed check,1225.33,113.17,17,35,19.6,837.93,42894.34,964.64,None,1,0,1,1,Vodafone,Low,No,0,0.2
CUST02148,Male,1,1,0,11,One year,1,Bank transfer,1612.32,34.72,331,8,1.35,678.95,42617.73,343.44,None,1,0,0,1,Vodafone,Medium,No,2,0.5
CUST02149,Female,0,1,1,67,Month-to-month,0,Mailed check,1636.16,74.36,384,21,8.1,502.91,40182.0,852.94,Fiber,0,1,1,1,Airtel,Low,No,2,0.2
CUST02150,Male,0,0,0,12,One year,0,Electronic check,1699.61,20.51,174,41,10.03,1780.27,13796.14,785.99,DSL,0,1,1,0,Jio,Medium,No,0,0.5
CUST02151,Male,1,1,0,35,One year,1,Electronic check,413.91,30.86,407,36,4.68,839.88,28953.17,436.33,None,0,1,0,0,Vodafone,Low,No,2,0.2
CUST02152,Male,0,1,1,39,One year,1,Credit card,131.63,85.45,427,15,18.44,1449.79,40838.87,1034.86,Fiber,1,0,0,1,Vodafone,Medium,No,1,0.5
CUST02153,Male,1,1,0,32,Two year,1,Electronic check,1673.92,42.35,382,42,1.76,1381.08,31458.69,590.5,Fiber,0,0,0,1,Airtel,Medium,No,0,0.5
CUST02154,Male,0,0,1,14,One year,0,Mailed check,94.17,137.61,117,23,8.57,207.44,47948.86,1290.7,Fiber,0,1,1,1,Airtel,Low,No,2,0.2
CUST02155,Female,1,0,1,65,Two year,0,Credit card,434.85,149.29,325,3,3.7,1770.33,34045.85,216.9,None,1,0,0,1,Vodafone,Medium,No,1,0.5
CUST02156,Female,1,0,0,27,One year,0,Mailed check,1057.14,1.09,454,43,13.64,1023.42,28253.5,1178.21,DSL,0,1,0,1,Jio,Medium,No,0,0.5
CUST02157,Female,1,1,0,60,One year,0,Bank transfer,1712.31,113.99,439,22,14.1,523.74,49772.09,712.89,DSL,0,0,0,1,Jio,Low,No,2,0.2
CUST02158,Male,1,0,0,43,Two year,1,Mailed check,1794.59,17.74,494,41,17.45,1959.27,26959.98,536.64,DSL,0,1,0,0,Airtel,Medium,No,1,0.5
CUST02159,Female,1,0,1,65,Two year,0,Electronic check,1259.82,86.41,158,21,8.18,1530.0,48364.61,1414.43,None,1,1,1,1,Vodafone,Medium,No,1,0.5
CUST02160,Male,0,0,1,55,One year,0,Electronic check,1933.85,34.66,228,1,15.5,1270.79,1101.15,380.0,None,1,1,1,0,Airtel,Medium,No,1,0.5
CUST02161,Male,0,1,0,35,Month-to-month,0,Bank transfer,1462.59,144.75,258,27,10.99,1976.91,27728.86,692.4,Fiber,1,1,0,0,Airtel,Medium,No,0,0.5
CUST02162,Male,0,0,1,32,One year,0,Credit card,1060.17,131.43,283,18,16.25,1536.51,14804.69,749.74,None,0,1,1,1,Airtel,Medium,No,0,0.5
CUST02163,Male,1,0,1,19,Two year,1,Electronic check,277.4,89.51,377,19,1.71,329.17,20083.9,516.59,None,0,1,0,1,Vodafone,Low,No,2,0.2
CUST02164,Female,0,0,0,39,One year,1,Electronic check,863.28,26.81,326,27,9.27,1982.18,4852.38,224.6,Fiber,0,1,0,1,Airtel,Medium,No,1,0.5
CUST02165,Female,1,1,1,20,One year,1,Electronic check,1646.46,117.51,206,41,3.01,1234.44,13578.74,1367.23,None,1,1,1,0,Jio,Medium,No,0,0.5
CUST02166,Male,1,1,0,28,Two year,1,Bank transfer,574.46,78.28,171,23,15.81,667.93,28697.73,1351.55,None,1,1,0,1,Airtel,Low,No,2,0.2
CUST02167,Female,0,0,0,3,Month-to-month,1,Bank transfer,1160.76,91.93,347,26,3.05,1652.29,36205.39,980.45,Fiber,0,1,0,0,Jio,High,Yes,0,0.8
CUST02168,Male,1,0,0,32,Month-to-month,0,Electronic check,1967.03,107.83,447,43,0.16,190.05,45561.34,554.13,DSL,1,0,0,1,Airtel,Low,No,2,0.2
CUST02169,Female,0,0,1,58,Two year,0,Credit card,357.1,62.74,108,1,18.59,1342.3,11971.85,979.18,DSL,1,0,1,1,Airtel,Medium,No,1,0.5
CUST02170,Female,1,1,0,54,Two year,0,Electronic check,211.9,1.66,99,6,9.69,401.62,39873.74,1450.18,DSL,1,0,0,0,Airtel,Medium,No,2,0.5
CUST02171,Male,1,1,0,42,One year,0,Mailed check,1593.24,54.94,166,0,19.7,265.33,1714.7,1336.76,DSL,0,0,0,1,Vodafone,Low,No,2,0.2
CUST02172,Female,0,0,0,15,Two year,0,Mailed check,59.59,62.34,434,10,9.06,771.57,44744.11,331.8,Fiber,1,1,0,1,Jio,Low,No,2,0.2
CUST02173,Male,1,1,0,62,Two year,1,Credit card,1290.08,55.36,357,30,11.82,776.09,29940.19,1242.68,DSL,1,1,1,0,Airtel,Low,No,1,0.2
CUST02174,Female,0,0,1,31,One year,0,Electronic check,678.13,124.74,207,29,14.88,1240.0,42364.47,1216.87,DSL,1,0,0,1,Airtel,Medium,No,0,0.5
CUST02175,Male,1,1,0,61,One year,1,Credit card,1450.39,50.19,99,12,5.62,1173.33,13132.28,1384.16,DSL,1,0,0,0,Jio,Low,No,1,0.2
CUST02176,Male,0,0,1,26,One year,1,Mailed check,249.3,62.74,323,23,2.66,1406.1,18964.05,166.53,None,0,0,1,1,Jio,Medium,No,0,0.5
CUST02177,Female,1,1,0,69,Month-to-month,1,Electronic check,666.79,9.71,219,17,13.22,429.8,5305.94,1173.09,Fiber,1,0,1,1,Vodafone,Medium,No,2,0.5
CUST02178,Female,0,0,1,57,Month-to-month,0,Electronic check,43.9,107.67,423,12,10.21,1753.64,4404.15,864.55,None,1,1,1,0,Airtel,Medium,No,1,0.5
CUST02179,Male,0,1,1,20,Two year,0,Mailed check,477.83,32.71,170,16,16.54,1730.48,41409.86,853.59,Fiber,1,1,1,0,Vodafone,Medium,No,0,0.5
CUST02180,Female,1,0,1,66,One year,0,Credit card,971.68,35.63,456,45,0.9,509.92,15201.23,589.05,Fiber,1,1,1,1,Jio,Low,No,2,0.2
CUST02181,Female,0,0,1,21,Two year,1,Credit card,363.45,88.23,105,47,10.9,998.79,17955.53,1200.06,Fiber,1,1,1,1,Jio,Low,No,0,0.2
CUST02182,Male,1,0,0,60,Two year,1,Bank transfer,1203.31,147.54,227,29,3.72,1026.23,26764.57,693.14,DSL,1,1,0,1,Jio,Low,No,1,0.2
CUST02183,Male,1,0,0,63,Month-to-month,0,Bank transfer,245.11,61.82,223,18,12.35,1849.35,33698.37,601.08,Fiber,1,1,1,0,Airtel,Medium,No,1,0.5
CUST02184,Female,0,1,1,51,Month-to-month,1,Bank transfer,1492.99,49.41,299,11,15.21,1819.68,2808.73,1444.48,Fiber,0,1,0,1,Jio,Medium,No,1,0.5
CUST02185,Male,0,0,1,39,Two year,1,Credit card,1844.11,5.91,128,25,5.26,227.19,28924.33,748.04,DSL,0,0,1,1,Vodafone,Medium,No,2,0.5
CUST02186,Male,0,1,1,11,One year,1,Electronic check,777.99,118.21,128,17,9.64,1919.26,30698.03,1209.53,DSL,0,1,1,0,Jio,High,Yes,0,0.8
CUST02187,Male,0,1,0,57,Month-to-month,0,Electronic check,1061.13,39.56,58,11,8.4,229.27,42593.94,294.84,Fiber,0,0,1,1,Vodafone,Low,No,2,0.2
CUST02188,Female,0,0,1,3,Month-to-month,1,Bank transfer,982.14,115.44,21,43,15.1,1143.19,8154.68,1136.07,Fiber,1,1,1,1,Vodafone,Medium,No,0,0.5
CUST02189,Female,1,0,1,37,Month-to-month,0,Credit card,1572.94,42.7,263,49,12.0,691.03,22789.07,1039.44,Fiber,1,0,0,1,Vodafone,Low,No,2,0.2
CUST02190,Male,0,0,0,25,Two year,0,Bank transfer,1988.44,4.97,159,41,2.41,840.88,23973.35,815.27,DSL,1,0,0,0,Airtel,Medium,No,0,0.5
CUST02191,Female,1,0,0,21,Month-to-month,1,Credit card,1474.02,74.98,478,1,19.53,1289.76,42453.96,292.41,DSL,0,1,1,0,Vodafone,Medium,No,0,0.5
CUST02192,Male,0,1,0,42,One year,1,Credit card,436.92,135.96,161,19,18.25,1208.25,18442.59,268.81,DSL,0,0,1,0,Jio,Medium,No,1,0.5
CUST02193,Female,0,1,0,1,Month-to-month,1,Bank transfer,1395.2,31.98,321,5,11.57,417.23,4511.59,1046.79,DSL,0,0,1,1,Jio,Medium,No,2,0.5
CUST02194,Male,0,1,0,23,Two year,0,Electronic check,1235.37,23.51,162,0,15.55,1941.59,30262.07,1298.13,Fiber,0,0,1,0,Jio,Medium,No,0,0.5
CUST02195,Male,1,1,0,24,Two year,0,Electronic check,428.14,28.13,459,25,0.4,153.52,33266.77,894.01,Fiber,0,0,1,1,Airtel,Low,No,2,0.2
CUST02196,Female,0,0,1,47,Two year,1,Credit card,489.51,103.7,138,6,4.03,751.42,29328.83,745.22,DSL,1,1,0,0,Vodafone,Low,No,2,0.2
CUST02197,Male,1,1,1,7,Two year,1,Mailed check,1309.05,55.43,211,31,15.36,1621.62,24748.7,828.02,DSL,1,0,1,0,Jio,High,Yes,0,0.8
CUST02198,Female,1,0,0,38,One year,0,Mailed check,1617.56,38.78,383,32,2.12,1715.78,11050.27,319.19,DSL,1,1,0,0,Vodafone,Medium,No,1,0.5
CUST02199,Female,1,0,1,47,Two year,1,Mailed check,1527.18,50.99,171,9,0.85,1613.85,27162.06,172.81,None,0,0,0,0,Vodafone,Medium,No,1,0.5
CUST02200,Male,0,1,0,35,Month-to-month,0,Bank transfer,1216.76,46.71,398,44,12.31,806.75,2286.31,1260.67,None,0,0,1,0,Airtel,Low,No,2,0.2
CUST02201,Male,1,1,1,62,One year,1,Electronic check,1875.71,81.79,282,40,0.68,1378.46,28553.75,1284.98,DSL,0,0,1,0,Vodafone,Medium,No,1,0.5
CUST02202,Female,0,1,0,3,Two year,1,Mailed check,1464.78,20.43,138,14,3.66,1551.17,24710.23,1154.52,Fiber,1,0,1,0,Vodafone,High,Yes,0,0.8
CUST02203,Male,1,1,0,20,Two year,1,Mailed check,1088.41,76.55,471,30,1.6,1197.11,47654.93,1180.29,Fiber,1,0,0,1,Vodafone,Low,No,0,0.2
